id,codigo_scian,area_geo_basica,clave_entidad,clave_localidad,clave_municipio,codigo_postal,correo_electronico,entidad_federativa,estrato_min,estrato_max,fecha_incorporacion_denue,localidad,municipio,nombre_asentamiento_humano,nombre_clase_actividad,nombre_unidad_economica,nombre_vialidad,num_ext_km,numero_telefono,tipo_asentamiento_humano,tipo_establecimiento,tipo_vialidad,total_min,total_max,total_of_sector,suma_min_max,estrato_avg
9295934,2213,163,14,1,42,46000,,JALISCO, 011      , 030      ,2020-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Captacion, tratamiento y suministro de agua realizados por el sector publico",DIRECCION DE SERVICIOS GENERALES,INDEPENDENCIA,3,,COLONIA,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
6510814,2213,009A,14,1,31,46300,DELAOBARTO@HOTMAIL.COM,JALISCO, 011      , 030      ,2016-01,Chimaltitan,Chimaltitan,CENTRO,"Captacion, tratamiento y suministro de agua realizados por el sector publico",OFICINA DE AGUA POTABLE,GUERRERO,0,,COLONIA,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
8802587,2213,104,14,1,81,46240,aguapotablesantamaria@hotmail.com,JALISCO, 011      , 030      ,2019-11,Santa Maria de los angeles,Santa Maria de los angeles,CENTRO,"Captacion, tratamiento y suministro de agua realizados por el sector publico",SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE SANTA MARiA DE LOS aNGELES,A. VALDEZ,0,,COLONIA,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
6510808,2213,139,14,1,25,46200,,JALISCO, 031      , 050      ,2016-01,Colotlan,Colotlan,CENTRO,"Captacion, tratamiento y suministro de agua realizados por el sector publico",OFICINA DE AGUA POTABLE,HIDALGO,33,4999921351,COLONIA,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
8042468,2213,83,14,1,104,46170,,JALISCO, 000      , 005      ,2019-11,Totatiche,Totatiche,MAGALLANES,"Captacion, tratamiento y suministro de agua realizados por el sector publico",RED DE AGUA POTABLE TOTATICHE,PORFIRIO DIAZ,0,,BARRIO,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
1654987,2213,104,14,1,81,46240,,JALISCO, 000      , 005      ,2010-07,Santa Maria de los angeles,Santa Maria de los angeles,CENTRO,"Captacion, tratamiento y suministro de agua realizados por el sector publico",PLANTA TRATADORA DE AGUA RESIDUALES,LICENCIADO ENRIQUE ALVAREZ DEL CASTILLO,1,3322389458,COLONIA,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
1726662,2213,104,14,1,81,46240,H.AYUNTAMIENTO12@HOTMAIL.COM,JALISCO, 000      , 005      ,2014-12,Santa Maria de los angeles,Santa Maria de los angeles,SANTA MARIA DE LOS ANGELES,"Captacion, tratamiento y suministro de agua realizados por el sector publico",AGUA POTABLE,A. VALDEZ,1,4999921812,COLONIA,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
6510773,2213,231,14,1,115,46100,ri_vera_@hotmail.com,JALISCO, 006      , 010      ,2016-01,Villa Guerrero,Villa Guerrero,CENTRO,"Captacion, tratamiento y suministro de agua realizados por el sector publico",PRESIDENCIA MUNICIPAL,INDEPENDENCIA,23,3310158281,COLONIA,Fijo,CALLE,142       ,295       , 000000001,437       ,29        
9317504,2362,62,14,1,41,46260,ACROARQUITEC@GMAIL.COM,JALISCO, 000      , 005      ,2020-11,Huejucar,Huejucar,CENTRO,"Edificacion de inmuebles comerciales y de servicios, excepto la supervision",ACRO DISEnO Y CONSTRUCCION,REVOLUCION MEXICANA,0,4941050288,COLONIA,Fijo,CALZADA,0         ,5         , 000000000,5         ,5         
6146634,2371,011A,14,1,25,46200,RALONSOCS@HOTMAIL.COM,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CERRITO,Construccion de obras de generacion y conduccion de energia electrica,CONSTRUCTORA ELUCTRICA RIA,20 DE NOVIEMBRE,7,,COLONIA,Fijo,CALLE,0         ,5         , 000000000,5         ,5         
6694079,2372,159,14,1,42,,,JALISCO, 000      , 005      ,2016-01,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Construccion de obras de urbanizacion,CONSTRUCTORA RIGOBERTO ROBLES REYES,NINOS HEROES,21,,,Fijo,,0         ,15        , 000000000,15        ,5         
6146764,2372,163,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,COLONIA CENTRO,Construccion de obras de urbanizacion,CONSTRUCCIoN DE OBRAS DE URBANIZACIoN,COLoN,33,,COLONIA,Fijo,CALLE,0         ,15        , 000000000,15        ,5         
6716614,2372,163,14,1,42,,,JALISCO, 000      , 005      ,2016-01,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Construccion de obras de urbanizacion,HUIXTLE GRUPO CONSTRUCTOR SA DE CV,HIDALGO,7,,,Fijo,CALLE,0         ,15        , 000000000,15        ,5         
6146641,2373,213,14,1,25,46200,CIVSA_FACTURAS@HOTMAIL.COM,JALISCO, 031      , 050      ,2013-07,Colotlan,Colotlan,CANOAS,"Construccion de carreteras, puentes y similares",CONSTRUCTORA INTEGRAL DE VANGUARDIA,CARRETERA FEDERAL ZACATECAS TLALTENANGO KM 99,0,,COLONIA,Fijo,AVENIDA,37        ,60        , 000000000,97        ,48        
6146527,2373,163,14,1,42,46000,HUEXUCONSTRUCCIONES@HOTMAIL.COM,JALISCO, 006      , 010      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,"Construccion de carreteras, puentes y similares","HUEXUQUILLAN CONSTRUCCIONES, SA DE CV",INDEPENDENCIA,5,,COLONIA,Fijo,CALLE,37        ,60        , 000000000,97        ,48        
6709689,2379,163,14,1,42,,TEMORENREY@HOTMAIL.COM,JALISCO, 000      , 005      ,2016-01,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Construccion de presas y represas,CONSTUCTORA DE PRESAS Y REPRESAS,MARIANO ESCOBEDO,2,,,Fijo,,0         ,5         , 000000000,5         ,5         
7341374,2381,83,14,1,104,46170,,JALISCO, 000      , 005      ,2019-11,Totatiche,Totatiche,MAGALLANES,Otros trabajos en exteriores,PACOS HERRERIA,NInOS HEROES,53,4374792073,BARRIO,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
7341044,2381,159,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Otros trabajos en exteriores,TALLER DE SOLDADURA RAMIREZ,OBREGON,4,,COLONIA,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
7341002,2382,011A,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,LOMAS DE ORIENTE,Instalaciones electricas en construcciones,ALMACEN DE LA CONSTRUCTORA,20 DE NOVIEMBRE,9,,COLONIA,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
7609438,2382,011A,14,1,25,46200,RALONSOCS@HOTMAIL.COM,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,LOMAS DE ORIENTE,Instalaciones electricas en construcciones,CONSTRUCTORA ELECTRICA RYA,20 DE NOVIEMBRE,7,,COLONIA,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
8550235,3113,83,14,1,104,46170,,JALISCO, 000      , 005      ,2019-11,Totatiche,Totatiche,TOTATICHE,"Elaboracion de dulces, chicles y productos de confiteria que no sean de chocolate",PRODUCCION DE DULCES DE LECHE SIN NOMBRE,ALLENDE,5,,BARRIO,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
1727578,3113,162,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,CENTRO,Elaboracion de chocolate y productos de chocolate,NOVEDADES CHIVIS PALETAS DE BOMBON,RAMON CORONA,84,4999921989,COLONIA,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
1814196,3114,83,14,1,104,46170,,JALISCO, 000      , 005      ,2010-07,Totatiche,Totatiche,MAGALLANES,Conservacion de guisos y otros alimentos preparados por procesos distintos a la congelacion,COOPERATIVA PRODUCTOS ALCALA,NInOS HEROES,27,4379640187,BARRIO,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
7341814,3114,158,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,LA PIEDRA CHINA,Conservacion de frutas y verduras por procesos distintos a la congelacion y la deshidratacion,CHILES Y NOPALES CURTIDOS FAMILIA AGUAYO A.,GUADALUPE VICTORIA,1,,BARRIO,Fijo,CALLE,0         ,10        , 000000000,10        ,5         
1813972,3115,231,14,1,115,46100,,JALISCO, 000      , 005      ,2010-07,Villa Guerrero,Villa Guerrero,CENTRO,Elaboracion de helados y paletas,NEVERIA Y PALETERIA SIN NOMBRE,INDEPENDENCIA,33,4379645879,BARRIO,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1727365,3115,123,14,1,76,46350,,JALISCO, 000      , 005      ,2010-07,San Martin de Bolanos,San Martin de Bolanos,CENTRO,Elaboracion de helados y paletas,PALETERIA VALLES,VICENTE GUERRERO,1,4379525434,COLONIA,Fijo,AVENIDA,0         ,105       , 000000002,105       ,5         
7341733,3115,139,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Elaboracion de helados y paletas,NEVERIA LA CABAnA,NInOS HEROES,14,3318634856,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
7609728,3115,139,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Elaboracion de helados y paletas,NEVERIA PARADAISE SUCURSAL,NInOS HEROES,24,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
9013404,3115,139,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Elaboracion de helados y paletas,NEVERIA PARADAISE SUCURSAL,MORELOS,15,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
7341195,3115,231,14,1,115,46100,,JALISCO, 000      , 005      ,2019-11,Villa Guerrero,Villa Guerrero,BARRIO LA PLAZITA,Elaboracion de derivados y fermentos lacteos,QUEZERIA CONCHITA,REPUBLICA,64,,BARRIO,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1814750,3115,131,14,1,19,46130,,JALISCO, 000      , 005      ,2010-07,Bolanos,Bolanos,CENTRO,Elaboracion de helados y paletas,PALETERIA MARISSA,PALACIO,3,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
7609555,3115,131,14,1,19,46130,,JALISCO, 000      , 005      ,2019-11,Bolanos,Bolanos,CENTRO,Elaboracion de helados y paletas,NIEVES Y PALETAS LA MICHOACANA,5 DE MAYO,11,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1814217,3115,83,14,1,104,46170,,JALISCO, 000      , 005      ,2010-07,Totatiche,Totatiche,CENTRO,Elaboracion de helados y paletas,PALETERIA SABORAMA,HIDALGO,45,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1726253,3115,163,14,1,42,46000,,JALISCO, 000      , 005      ,2014-12,Huejuquilla el Alto,Huejuquilla el Alto,HUEJUQUILLA EL ALTO CENTRO,Elaboracion de helados y paletas,PALETERIA MONARCA,INDEPENDENCIA,2,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1726357,3115,163,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,HUEJUQUILLA EL ALTO CENTRO,Elaboracion de helados y paletas,PALETERIA Y NEVERIA CINTHYA,INDEPENDENCIA,65,3334601086,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1726441,3115,159,14,1,42,46000,,JALISCO, 000      , 005      ,2014-12,Huejuquilla el Alto,Huejuquilla el Alto,HUEJUQUILLA,Elaboracion de helados y paletas,PALETERIA MONARCA,ZARAGOZA,15,,PUEBLO,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
8365066,3115,123,14,1,76,46350,,JALISCO, 000      , 005      ,2019-11,San Martin de Bolanos,San Martin de Bolanos,SAN MARTIN DE BOLAnOS,Elaboracion de helados y paletas,NEVERIA Y PALETERIA DOSRIO,VICENTE GUERRERO,5,,COLONIA,Fijo,AVENIDA,0         ,105       , 000000002,105       ,5         
1727096,3115,123,14,1,115,46100,,JALISCO, 000      , 005      ,2014-12,Villa Guerrero,Villa Guerrero,SAN FRANCISCO,Elaboracion de derivados y fermentos lacteos,PRODUCTOS LACTEOS EL RANCHO,ALTAMIRANO,182,,BARRIO,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
7341755,3115,119,14,1,81,46240,,JALISCO, 000      , 005      ,2019-11,Santa Maria de los angeles,Santa Maria de los angeles,CENTRO,Elaboracion de derivados y fermentos lacteos,QUESOS GALVEZ,BENITO JUAREZ,17,,COLONIA,Fijo,PROLONGACION,0         ,105       , 000000002,105       ,5         
1812987,3115,163,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Elaboracion de helados y paletas,PALETERIA Y NEVERIA LA FLOR DE MICHOACAN,PORFIRIO DIAZ,1,3326272052,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1812984,3115,163,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Elaboracion de helados y paletas,NEVERIA EL ESTUDIANTE,MORELOS,3,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
7341758,3115,119,14,1,81,46240,,JALISCO, 000      , 005      ,2019-11,Santa Maria de los angeles,Santa Maria de los angeles,CENTRO,Elaboracion de derivados y fermentos lacteos,QUESOS LUPITA,ZARAGOZA,10,3310073712,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1727247,3115,83,14,1,104,46170,,JALISCO, 000      , 005      ,2014-12,Totatiche,Totatiche,MAGALLANES,Elaboracion de derivados y fermentos lacteos,QUESO EL SALITRILLO,JUAREZ,48,4371032227,BARRIO,Fijo,AVENIDA,0         ,105       , 000000002,105       ,5         
8419843,3115,162,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Elaboracion de helados y paletas,NIEVES DE GARRAFA LA CABAnA,INDEPENDENCIA,35,3318634856,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
7341324,3115,162,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Elaboracion de helados y paletas,NIEVES EL CHICANO,INDEPENDENCIA,29,,COLONIA,Fijo,CALLE,0         ,105       , 000000002,105       ,5         
1813223,3116,417,14,1,61,46040,,JALISCO, 000      , 005      ,2010-07,Mezquitic,Mezquitic,CENTRO,"Matanza de ganado, aves y otros animales comestibles",RASTRO MUNICIPAL MEZQUITIC JALISCO,MELCHOR OCAMPO,3,,COLONIA,Fijo,CALLE,6         ,35        , 000000000,41        ,6         
1727303,3116,102,14,1,31,46300,,JALISCO, 000      , 005      ,2014-12,Chimaltitan,Chimaltitan,CENTRO,"Matanza de ganado, aves y otros animales comestibles",RASTRO MUNICIPAL,BELISARIO DOMINGUEZ,1,,COLONIA,Fijo,CALLE,6         ,35        , 000000000,41        ,6         
7341193,3116,231,14,1,115,46100,,JALISCO, 000      , 005      ,2019-11,Villa Guerrero,Villa Guerrero,LA PLAZITA,"Preparacion de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",ELABORACION DE CHORIZO,FRANCISCO I. MADERO,44,,BARRIO,Fijo,CALLE,6         ,35        , 000000000,41        ,6         
1654306,3116,158,14,1,25,46200,,JALISCO, 006      , 010      ,2010-07,Colotlan,Colotlan,CENTRO,"Matanza de ganado, aves y otros animales comestibles",RASTRO MUNICIPAL DE COLOTLAN,RAMON CORONA,1,,COLONIA,Fijo,CALLE,6         ,35        , 000000000,41        ,6         
1814163,3116,83,14,1,104,46170,,JALISCO, 000      , 005      ,2010-07,Totatiche,Totatiche,MAGALLANES,"Matanza de ganado, aves y otros animales comestibles",RASTRO MUNICIPAL,JUAREZ,0,,BARRIO,Fijo,AVENIDA,6         ,35        , 000000000,41        ,6         
1727147,3116,231,14,1,115,46100,,JALISCO, 000      , 005      ,2014-12,Villa Guerrero,Villa Guerrero,CENTRO,"Matanza de ganado, aves y otros animales comestibles",RASTRO MUNICIPAL,INDEPENDENCIA,23,4379645042,BARRIO,Fijo,CALLE,6         ,35        , 000000000,41        ,6         
1726912,3118,139,14,1,25,46200,,JALISCO, 000      , 005      ,2014-12,Colotlan,Colotlan,BARRIO CHIHUAHUA,Panificacion tradicional,PANADERIA SOLANO,ALLENDE,2,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
7340973,3118,139,14,1,25,46200,,JALISCO, 000      , 005      ,2019-11,Colotlan,Colotlan,CENTRO,Elaboracion de tortillas de harina de trigo de forma tradicional,TORTILLERIA HARINA SIN NOMBRE,GUERRERO,21,3320384331,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1652141,3118,011A,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA TEMASTIAN 2,5 DE MAYO,38,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
8990758,3118,163,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,HUEJUQUILLA EL ALTO CENTRO,Panificacion tradicional,PANADERIA SIN NOMBRE,INDEPENDENCIA,50,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
7340933,3118,159,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Panificacion tradicional,PANADERIA,VENUSTIANO CARRANZA,0,3323748927,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1814212,3118,83,14,1,104,46170,,JALISCO, 000      , 005      ,2010-07,Totatiche,Totatiche,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA PAULINA,MORELOS,5,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
7341138,3118,131,14,1,19,46130,,JALISCO, 000      , 005      ,2019-11,Bolanos,Bolanos,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA LA FORTALEZA,16 DE SEPTIEMBRE,69,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1654903,3118,143,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA EL CERRITO 2,ALLENDE,2,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1655029,3118,247,14,1,25,46200,,JALISCO, 000      , 005      ,2010-07,Colotlan,Colotlan,LOMAS DE LA CRUZ,Panificacion tradicional,PANADERIA DUARTE,AVELINO NAVARRO,21,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1726711,3118,77,14,1,41,46260,,JALISCO, 000      , 005      ,2014-12,Huejucar,Huejucar,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA SAN FRANCISCO,HIDALGO,20,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1726243,3118,013A,14,1,42,46000,,JALISCO, 000      , 005      ,2014-12,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,MOLINO DE NIXTAMAL,VICTORIA,34,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
7609332,3118,013A,14,1,42,46000,,JALISCO, 000      , 005      ,2019-11,Huejuquilla el Alto,Huejuquilla el Alto,SANTA CECILIA,Panificacion tradicional,PAN ARTESANAL RODARTE,NOCHE BUENA,7,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1727358,3118,119,14,1,76,46350,,JALISCO, 000      , 005      ,2014-12,San Martin de Bolanos,San Martin de Bolanos,SANTA CRUZ,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA LIENZO CHARRO,LUIS P. UREnA,4,3334949943,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1813044,3118,163,14,1,42,46000,,JALISCO, 000      , 005      ,2010-07,Huejuquilla el Alto,Huejuquilla el Alto,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA 2001,INDEPENDENCIA,25,,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1654998,3118,119,14,1,81,46240,,JALISCO, 000      , 005      ,2010-07,Santa Maria de los angeles,Santa Maria de los angeles,CENTRO,Panificacion tradicional,PASTELERIA Y LONCHERIA LA PERLA,HIDALGO,4,4999920729,COLONIA,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1727066,3118,231,14,1,115,46100,,JALISCO, 000      , 005      ,2014-12,Villa Guerrero,Villa Guerrero,LA PLAZITA,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA CABRERA,GALEANA,145,4379645797,BARRIO,Fijo,CALLE,48        ,510       , 000000009,558       ,5         
1814278,3118,119,14,1,115,46100,,JALISCO, 000      , 005      ,2010-07,Villa Guerrero,Villa Guerrero,CENTRO,Elaboracion de tortillas de maiz y molienda de nixtamal,TORTILLERIA CABRERA,JUAREZ,65,,BARRIO,Fijo,AVENIDA,48        ,510       , 000000009,558       ,5         
